claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
17389,35,M,0.0,96,35540,1,0,Own,85065,10/9/2016,Sunday,Highway,1,1.0,58,Broker,0,6945.446868000001,7.0,Medium,9518.825952,red,17744.732030000003,0
17390,50,M,0.0,57,39132,1,0,Own,20156,7/19/2016,Tuesday,Local,0,0.0,10,Broker,1,8889.282237000001,3.0,Large,60785.61551,black,18003.390180000002,0
17393,35,F,0.0,92,35576,1,1,Rent,20135,4/19/2016,Tuesday,Local,0,0.0,77,Broker,1,4625.456645,2.0,Large,26252.87193,silver,30111.746619999998,0
17394,57,F,0.0,72,40431,0,0,Rent,85022,5/25/2015,Monday,Parking Lot,0,0.0,51,Phone,1,2721.334766,6.0,Compact,22936.319209999998,blue,28313.22295,0
17395,45,M,1.0,83,38065,1,0,Own,15010,11/14/2016,Monday,Parking Lot,0,0.0,73,Broker,1,1309.880934,3.0,Medium,31941.49958,red,12074.9582,0
17396,61,F,1.0,38,41108,0,0,Own,20121,3/26/2016,Saturday,Local,0,,15,Phone,0,2076.980112,4.0,Medium,11393.96076,red,24957.92423,0
17397,23,M,1.0,90,31353,1,1,Rent,15012,8/12/2016,Friday,Local,1,0.0,0,Online,1,4460.73337,6.0,Medium,21416.41253,black,40894.12606,1
17399,28,F,1.0,24,33320,1,0,Rent,50021,11/11/2016,Friday,Local,0,0.0,95,Online,0,4218.9954210000005,5.0,Medium,13226.67795,blue,16706.21687,1
17401,47,F,1.0,84,38501,0,0,Own,50057,6/11/2015,Thursday,Highway,0,1.0,1,Broker,1,6836.9523930000005,6.0,Large,23572.96858,red,26552.41973,0
17402,37,M,1.0,74,36114,1,0,Own,80102,1/26/2016,Tuesday,Parking Lot,0,0.0,49,Broker,1,3704.4428880000005,5.0,Medium,19105.9965,white,32584.226260000003,0
17403,46,M,0.0,89,38302,1,1,Own,80022,9/30/2015,Wednesday,Parking Lot,0,0.0,29,Broker,1,5855.885271,4.0,Compact,8298.848159000001,other,7629.947128,0
17404,50,F,0.0,37,39114,1,0,Own,50049,11/16/2016,Wednesday,Highway,1,0.0,87,Broker,1,4715.152554,5.0,Medium,27695.45301,other,21047.57619,0
17407,41,F,1.0,15,37124,1,0,Rent,50031,10/27/2016,Thursday,Local,0,1.0,1,Phone,1,2425.824924,6.0,Medium,74425.48716,gray,31204.38685,0
17408,91,M,1.0,65,45106,1,0,Rent,20151,6/25/2015,Thursday,Highway,0,0.0,99,Broker,0,3975.8479939999997,5.0,Compact,6628.9828130000005,silver,7881.017451999999,0
17410,55,F,0.0,84,40084,1,1,Rent,20112,8/29/2016,Monday,Local,0,0.0,49,Broker,1,2506.517865,5.0,Compact,17747.69901,black,25231.23238,0
17411,42,F,1.0,84,37387,1,1,Rent,80011,8/24/2015,Monday,Highway,1,0.0,47,Online,1,4114.062825999999,6.0,Medium,12430.89496,gray,33787.28617,0
17412,43,F,1.0,47,37625,0,1,Own,20119,5/2/2015,Saturday,Local,0,1.0,87,Broker,1,6914.6893709999995,6.0,Compact,15305.602480000001,other,16877.106359999998,0
17413,54,M,1.0,77,39884,1,1,Own,50012,6/26/2015,Friday,Parking Lot,0,0.0,50,Phone,0,4443.010699,6.0,Compact,28226.668110000002,gray,25729.92397,0
17416,39,M,1.0,53,36638,1,1,Own,20148,8/30/2016,Tuesday,Highway,0,1.0,26,Online,1,3614.237671,5.0,Compact,41727.490410000006,blue,22090.853059999998,0
17420,35,F,1.0,60,35544,1,0,Own,80021,11/19/2015,Thursday,Parking Lot,0,0.0,48,Broker,1,2832.815513,2.0,Large,22467.41924,red,16996.55316,0
17422,45,M,1.0,96,38063,0,0,Rent,20112,6/21/2015,Sunday,Parking Lot,0,,56,Phone,1,7249.307622,6.0,Large,36264.82483,other,23432.19072,0
17423,54,M,1.0,79,39889,1,0,Rent,80025,8/20/2015,Thursday,Local,1,0.0,93,Broker,0,6198.909607,2.0,Compact,20678.929630000002,white,9078.528138,0
17425,43,M,1.0,54,37620,0,1,Own,80002,5/8/2015,Friday,Highway,0,0.0,78,Broker,1,2143.1848579999996,2.0,Compact,35577.69585,gray,15055.01572,0
17427,37,M,1.0,68,36098,0,1,Own,85029,1/18/2016,Monday,Local,2,0.0,50,Broker,1,4769.385047,7.0,Medium,34082.64789,silver,7664.5707299999995,0
17428,55,M,1.0,96,40074,1,1,Rent,50055,4/23/2016,Saturday,Local,1,1.0,94,Broker,0,2493.496396,6.0,Large,17347.64965,silver,16403.89341,0
17430,39,M,1.0,53,36642,1,1,Own,20122,8/26/2015,Wednesday,Highway,4,0.0,94,Broker,1,4244.520402,7.0,Medium,20371.92039,silver,20402.51909,0
17432,44,M,1.0,92,37852,1,1,Own,15004,6/7/2015,Sunday,Local,3,0.0,51,Online,1,8331.818703,5.0,Large,32601.2961,red,50372.3691,1
17434,63,M,1.0,83,41438,1,0,Own,15001,10/20/2016,Thursday,Local,2,1.0,31,Broker,1,5256.630244,9.0,Compact,7519.006205,red,20750.56534,0
17436,50,F,1.0,75,39106,1,1,Own,80030,12/24/2015,Thursday,Local,3,0.0,6,Broker,1,5384.075027000001,6.0,Medium,15466.7202,black,36174.46492,0
17437,54,M,1.0,91,39895,1,1,Rent,15043,1/15/2016,Friday,Local,0,0.0,60,Phone,1,2440.5827879999997,4.0,Large,14488.451480000002,silver,15292.608430000002,0
17438,26,M,1.0,84,32589,0,1,Rent,15021,1/2/2016,Saturday,Local,1,0.0,37,Online,1,5552.188599,4.0,Medium,19741.71656,other,23739.3093,1
17440,52,F,0.0,60,39509,1,1,Rent,20106,6/23/2015,Tuesday,Local,0,0.0,99,Phone,1,1823.251104,8.0,Large,31786.1885,blue,11567.631159999999,0
17441,43,F,1.0,60,37608,0,1,Own,85006,10/10/2016,Monday,Local,3,0.0,99,Broker,1,5526.579542,8.0,Large,28166.94357,black,10048.99953,0
17444,40,M,1.0,82,36898,0,1,Own,20163,10/6/2016,Thursday,Parking Lot,0,0.0,0,Broker,1,2173.249402,3.0,Medium,19988.87605,blue,22924.04911,0
17446,45,F,1.0,90,38061,0,0,Own,85022,3/14/2015,Saturday,Parking Lot,2,0.0,100,Broker,1,3526.806285,8.0,Compact,14949.59653,blue,27386.53657,0
17447,45,M,1.0,87,38065,1,1,Rent,85018,1/5/2015,Monday,Local,0,0.0,85,Phone,1,5457.410929,5.0,Compact,6533.866333,other,45446.652839999995,0
17449,51,M,1.0,96,39306,0,1,Rent,85016,9/7/2015,Monday,Highway,0,0.0,44,Broker,0,5013.7874759999995,13.0,Compact,20815.7019,gray,25353.21644,0
17451,38,M,1.0,87,36372,1,0,Rent,85046,4/26/2016,Tuesday,Local,0,0.0,73,Phone,0,1821.429153,8.0,Large,20330.9972,other,52561.836760000006,0
17453,43,M,1.0,84,37626,1,0,Rent,80017,9/3/2015,Thursday,Highway,5,0.0,99,Broker,0,4821.491838,6.0,Medium,25723.758680000003,black,21583.67775,0
17454,60,F,0.0,75,40956,0,1,Rent,15012,1/28/2015,Wednesday,Local,0,0.0,1,Broker,0,10025.97644,5.0,Large,21951.334890000002,gray,11378.29082,0
17455,32,M,0.0,62,34662,0,1,Own,80023,11/12/2016,Saturday,Local,0,0.0,50,Phone,0,5701.98387,3.0,Large,33961.66614,black,31964.167080000003,0
17456,54,F,1.0,84,39879,1,0,Rent,15045,4/6/2016,Wednesday,Local,0,1.0,51,Phone,1,6336.691773,9.0,Compact,9019.695821,gray,23620.61213,0
17457,21,M,0.0,63,30446,1,0,Rent,15037,1/7/2016,Thursday,Highway,2,1.0,1,Online,1,10853.00635,6.0,Medium,7571.938494,gray,13158.49179,1
17458,39,F,1.0,81,36644,0,1,Own,15006,7/27/2016,Wednesday,Parking Lot,0,0.0,68,Phone,1,5028.738461,3.0,Large,4780.580756,red,23615.95048,0
17459,36,M,1.0,78,35836,0,1,Rent,15012,8/7/2016,Sunday,Parking Lot,0,0.0,71,Broker,1,7697.301481,2.0,Compact,7257.485487999999,blue,24740.93414,0
17460,46,M,0.0,54,38284,1,0,Own,85020,3/4/2015,Wednesday,Highway,0,1.0,39,Broker,1,7712.176836,6.0,Compact,21209.168169999997,other,15589.94981,0
17461,58,F,0.0,89,40603,1,1,Own,50047,4/6/2015,Monday,Parking Lot,0,0.0,50,Phone,1,2433.04623,4.0,Compact,22582.18188,silver,24210.88207,0
17464,56,F,0.0,90,40255,1,1,Rent,20119,4/3/2016,Sunday,Parking Lot,0,1.0,93,Phone,1,5034.525178,3.0,Medium,13495.66465,black,27459.29906,0
17466,59,M,1.0,26,40776,0,1,Own,85066,1/6/2015,Tuesday,Local,0,0.0,49,Broker,1,3271.5947,4.0,Medium,16834.97772,blue,20895.57514,0
17468,76,M,0.0,59,43307,1,1,Own,80044,11/16/2015,Monday,Local,0,0.0,21,Broker,1,7966.262217,0.0,Compact,21511.3973,red,42780.48135,0
17469,49,F,0.0,74,38924,0,1,Own,20128,1/17/2016,Sunday,Local,0,0.0,95,Phone,0,4123.405471,2.0,Compact,28421.16969,other,17684.82355,0
17472,51,M,1.0,94,39329,0,1,Own,50020,10/31/2016,Monday,Local,1,0.0,87,Broker,0,7446.678819,4.0,Large,30248.553010000003,gray,18070.19806,0
17475,59,M,1.0,93,40779,1,0,Rent,15057,1/9/2015,Friday,Parking Lot,1,1.0,24,Phone,0,3276.6823719999998,6.0,Medium,46521.61883,other,7267.083809999999,0
17477,54,F,0.0,92,39880,1,1,Own,20109,9/30/2015,Wednesday,Local,0,0.0,7,Phone,1,981.2268521,8.0,Large,33046.22065,silver,34788.79102,1
17478,35,M,0.0,72,35546,1,0,Own,50054,3/4/2015,Wednesday,Highway,1,1.0,48,Broker,1,945.4161270999999,5.0,Medium,12940.75205,other,72109.25792,0
17480,34,F,0.0,84,35264,1,1,Own,20128,8/14/2015,Friday,Local,0,0.0,95,Phone,0,5143.374775,2.0,Large,23609.59354,black,11599.50683,0
17482,35,F,0.0,54,35559,0,1,Rent,80010,1/23/2015,Friday,Local,1,0.0,94,Broker,0,5814.403425,2.0,Medium,19278.052069999998,red,28796.232560000004,0
17483,26,M,1.0,93,32571,0,1,Rent,15055,11/29/2015,Sunday,Parking Lot,2,0.0,87,Online,0,9814.736884,5.0,Compact,3537.8385049999997,other,21217.17052,0
17486,23,M,1.0,81,31350,1,0,Rent,80005,3/14/2015,Saturday,Local,0,0.0,82,Online,0,6568.658538000001,5.0,Medium,26851.798639999997,white,11909.09082,0
17487,79,F,0.0,59,43709,1,0,Own,15019,5/21/2016,Saturday,Parking Lot,0,0.0,0,Phone,1,6886.838175,4.0,Compact,9248.598767,black,23818.78344,0
17488,45,M,1.0,50,38058,0,1,Own,15035,6/16/2015,Tuesday,Local,2,0.0,13,Broker,1,6691.290198,6.0,Medium,20894.443580000003,gray,31354.377819999998,0
17490,30,F,1.0,53,34007,0,0,Rent,20155,10/8/2016,Saturday,Highway,2,0.0,62,Phone,1,4383.4272280000005,5.0,Medium,10987.53671,blue,15610.0752,1
17491,57,F,1.0,87,40429,1,1,Rent,15019,1/24/2016,Sunday,Parking Lot,1,0.0,99,Broker,1,5822.533351,6.0,Compact,40410.278510000004,other,21179.33148,0
17492,46,M,1.0,87,38293,1,0,Own,15009,1/18/2016,Monday,Local,0,0.0,60,Broker,0,2959.709716,4.0,Compact,10395.60693,white,13401.32585,0
17494,47,M,1.0,90,38516,0,0,Own,85044,10/23/2016,Sunday,Local,0,0.0,6,Phone,1,9146.743172,4.0,Large,27178.117739999998,silver,34761.959969999996,0
17495,44,M,1.0,79,37822,0,1,Own,80005,9/2/2015,Wednesday,Highway,2,0.0,93,Phone,0,5140.512328,3.0,Medium,12963.2874,other,29618.80523,0
17496,33,M,1.0,58,34968,1,1,Own,15059,4/15/2016,Friday,Highway,2,0.0,36,Online,1,5552.2064869999995,7.0,Medium,29853.05579,red,10487.793740000001,0
17497,31,M,1.0,82,34346,1,1,Own,20148,7/27/2015,Monday,Local,0,1.0,80,Broker,0,3931.9384549999995,3.0,Compact,12145.067159999999,other,23682.08725,0
17498,54,M,1.0,56,39878,1,1,Own,20165,2/22/2016,Monday,Parking Lot,0,0.0,3,Phone,0,2064.393885,5.0,Large,12942.06883,silver,21501.84922,0
17500,33,F,1.0,43,34967,1,1,Own,80002,6/17/2016,Friday,Local,0,0.0,60,Broker,1,9089.271874,5.0,Large,18470.039630000003,silver,12279.24998,0
17503,45,F,1.0,62,38077,0,0,Rent,85072,2/8/2015,Sunday,Parking Lot,0,0.0,18,Broker,1,7212.871937999999,3.0,Medium,15429.36865,blue,21631.52893,0
17505,49,F,0.0,84,38910,0,0,Own,20113,4/13/2016,Wednesday,Parking Lot,0,0.0,33,Online,0,5639.448651,1.0,Medium,32791.337080000005,gray,15227.145680000001,0
17506,50,M,1.0,25,39125,0,1,Own,20103,8/6/2015,Thursday,Local,0,1.0,68,Broker,1,8221.529531999999,3.0,Medium,24121.39859,black,14502.029830000001,0
17507,41,F,1.0,36,37134,1,1,Own,20132,10/30/2015,Friday,Parking Lot,4,0.0,50,Broker,1,5964.79895,6.0,Medium,24856.76923,blue,31117.6408,1
17509,44,M,1.0,91,37830,1,1,Own,50048,8/18/2015,Tuesday,Highway,0,0.0,5,Broker,1,3934.9603420000003,6.0,Compact,16301.201490000001,red,28507.73283,0
17510,32,F,0.0,49,34648,1,0,Rent,85021,1/25/2015,Sunday,Local,2,0.0,59,Broker,0,7037.731346,6.0,Large,37540.34893,blue,18621.03035,1
17511,41,M,1.0,48,37148,1,1,Rent,20131,3/7/2016,Monday,Local,0,0.0,50,Broker,0,6169.460436,7.0,Medium,13103.251559999999,silver,19435.36343,0
17513,32,M,0.0,71,34638,0,0,Own,15060,6/19/2015,Friday,Local,0,0.0,27,Broker,1,5040.6608479999995,2.0,Medium,15216.68798,gray,18796.36633,0
17514,39,M,1.0,66,36645,0,1,Own,80108,9/19/2015,Saturday,Highway,0,0.0,90,Online,0,6941.73544,8.0,Large,18323.5462,black,18225.79081,1
17516,26,M,0.0,55,32576,0,1,Rent,15026,11/12/2016,Saturday,Highway,2,0.0,1,Online,1,3416.871639,3.0,Medium,15090.29056,silver,22499.5145,0
17517,29,F,1.0,82,33697,0,0,Rent,80015,4/24/2016,Sunday,Local,0,0.0,92,Online,1,4194.572655,3.0,Compact,39775.38583,gray,15575.19452,0
17518,32,M,1.0,66,34649,0,0,Own,85019,3/15/2016,Tuesday,Local,4,0.0,25,Broker,1,5935.728997,9.0,Large,22474.54835,blue,14930.43294,0
17519,40,M,1.0,76,36898,1,0,Rent,20148,6/13/2016,Monday,Parking Lot,0,0.0,44,Phone,1,2501.389332,5.0,Medium,19128.97145,gray,16663.34122,0
17520,31,M,1.0,90,34334,1,0,Own,80103,8/22/2016,Monday,Local,1,0.0,14,Broker,1,4232.494609,4.0,Compact,19686.22757,blue,18397.443519999997,1
17521,49,F,1.0,74,38916,0,1,Own,85079,1/31/2016,Sunday,Highway,0,1.0,49,Phone,1,3640.3014630000002,3.0,Medium,23314.51182,black,31580.59905,1
17522,55,F,1.0,82,40059,1,1,Own,15010,11/8/2016,Tuesday,Local,0,0.0,13,Phone,1,4246.147847,8.0,Compact,10039.58905,red,15478.8217,0
17523,53,F,0.0,66,-1,1,1,Own,20104,10/21/2015,Wednesday,Local,0,1.0,81,Phone,1,1203.4262130000002,5.0,Compact,12693.48013,silver,22501.40077,0
17525,35,M,1.0,28,35543,1,0,Own,80006,8/25/2016,Thursday,Highway,0,0.0,40,Phone,0,3271.3541800000003,5.0,Medium,25681.1754,silver,34285.70837,0
17526,35,F,1.0,81,35550,0,1,Own,80033,11/29/2015,Sunday,Local,0,1.0,95,Broker,1,7009.274495999999,2.0,Compact,8357.299101,black,20464.76497,0
17527,25,F,0.0,66,32195,1,0,Own,50022,9/30/2016,Friday,Parking Lot,0,0.0,33,Online,0,6454.630189,5.0,Compact,14303.86702,gray,34773.4879,0
17530,31,M,0.0,80,34358,0,1,Rent,15034,3/17/2015,Tuesday,Highway,0,1.0,98,Broker,1,4756.418502,10.0,Large,20104.05975,silver,9972.388707,0
17532,51,M,1.0,51,39317,1,0,Own,20148,1/29/2015,Thursday,Local,0,1.0,86,Phone,1,3981.1464630000005,3.0,Large,33030.268319999996,silver,26036.11604,0
17534,43,F,1.0,64,37625,0,1,Own,85005,8/15/2015,Saturday,Local,0,1.0,12,Broker,0,2527.4093,8.0,Compact,11438.69801,gray,26181.73544,0
17535,51,M,1.0,69,39315,1,1,Rent,85039,5/31/2015,Sunday,Local,0,0.0,50,Phone,1,4752.493337,4.0,Medium,43109.736939999995,gray,46505.12242,0
17537,50,M,0.0,64,39133,1,1,Own,50034,6/3/2015,Wednesday,Local,0,0.0,0,Broker,1,9656.330102,7.0,Medium,21437.02537,gray,25942.29311,0
17538,50,M,1.0,94,39110,0,0,Own,50047,2/17/2016,Wednesday,Parking Lot,0,0.0,14,Phone,0,2105.2940120000003,4.0,Compact,6853.025524,gray,20031.9727,1
17539,59,M,1.0,77,40760,0,1,Own,50029,4/22/2016,Friday,Highway,1,0.0,58,Broker,1,5654.838117,4.0,Large,15359.341999999999,black,26862.81689,0
17541,45,M,1.0,72,38062,1,1,Rent,20111,5/12/2015,Tuesday,Local,0,1.0,20,Phone,1,3001.601929,4.0,Compact,28584.4422,red,23124.15089,0
17542,36,M,0.0,60,35818,0,0,Own,20122,1/12/2016,Tuesday,Local,0,1.0,38,Broker,0,3806.570144,5.0,Large,24633.78952,silver,33653.81947,0
17543,58,M,0.0,72,40605,1,1,Own,80007,1/11/2016,Monday,Local,0,0.0,0,Broker,1,5941.997772,5.0,Medium,13708.63875,blue,33418.52734,1
17544,45,F,1.0,77,38066,1,0,Own,80106,8/13/2015,Thursday,Local,0,1.0,92,Broker,0,5448.190281,3.0,Medium,17438.27055,black,31885.944489999998,0
17545,43,F,1.0,76,37604,1,1,Own,15025,1/4/2016,Monday,Local,1,0.0,91,Phone,0,5430.866204,8.0,Compact,25584.84031,red,8483.323503,0
17546,52,M,0.0,95,39533,1,1,Rent,80022,7/25/2015,Saturday,Highway,0,0.0,14,Broker,0,3215.387871,10.0,Compact,19925.379719999997,white,22028.29551,1
17547,51,F,0.0,80,39317,1,1,Own,85068,7/19/2015,Sunday,Local,0,1.0,100,Phone,0,5372.4728,4.0,Large,21678.196190000002,black,33274.79783,0
17549,55,F,1.0,60,40074,1,1,Rent,15052,8/12/2016,Friday,Highway,0,0.0,93,Phone,0,1714.8908010000002,3.0,Medium,17407.54767,other,17824.18231,1
17551,64,F,1.0,74,41598,1,0,Own,15051,11/7/2015,Saturday,Local,1,0.0,84,Broker,1,8421.486687999999,3.0,Large,15849.05795,blue,14776.36764,0
17552,44,F,1.0,57,37850,1,1,Own,50035,1/3/2016,Sunday,Local,0,0.0,0,Broker,1,7256.432984,4.0,Medium,42918.54097,black,38314.49677,0
17553,71,M,1.0,84,42627,0,1,Rent,20160,4/8/2016,Friday,Local,0,1.0,51,Broker,1,7200.209295999999,5.0,Medium,36127.618010000006,black,9397.195276999999,1
17555,38,F,1.0,54,36368,1,0,Own,50039,3/11/2015,Wednesday,Local,0,0.0,50,Broker,1,7998.641893999999,1.0,Compact,14234.63879,other,12632.51827,0
17556,49,M,1.0,59,38896,1,0,Own,15025,6/25/2016,Saturday,Local,0,0.0,0,Phone,0,3913.473858,7.0,Large,17243.90294,red,16047.70276,0
17557,47,F,0.0,72,38508,0,0,Own,50054,7/27/2016,Wednesday,Local,0,0.0,42,Phone,1,3897.706692,6.0,Medium,51887.29818,other,15205.23145,1
17559,35,M,1.0,76,35558,1,0,Own,80001,8/15/2015,Saturday,Local,0,0.0,50,Phone,1,4956.7569060000005,6.0,Large,14171.5124,white,35407.45192,0
17561,54,F,1.0,89,39872,1,0,Own,15014,2/28/2016,Sunday,Local,0,1.0,40,Phone,0,8361.209087000001,4.0,Compact,20797.5052,red,8995.34182,0
17562,50,M,0.0,76,39122,1,1,Own,15025,6/6/2015,Saturday,Parking Lot,0,0.0,99,Broker,0,3062.63576,4.0,Compact,18900.213369999998,other,20296.34269,0
17567,51,F,1.0,73,39314,1,0,Rent,20102,4/9/2016,Saturday,Highway,1,0.0,81,Phone,0,3930.472394,6.0,Medium,24355.70548,blue,31329.501010000004,0
17573,47,F,1.0,78,38500,0,1,Own,50010,12/20/2016,Tuesday,Highway,0,1.0,92,Broker,1,5619.920511,5.0,Compact,53798.0984,blue,20703.48552,0
17574,40,F,1.0,93,36880,1,0,Own,20148,12/2/2015,Wednesday,Highway,1,0.0,51,Broker,0,6358.704897,6.0,Medium,17257.81568,gray,19713.27627,0
17575,45,M,1.0,93,38060,1,0,Rent,85035,10/3/2015,Saturday,Parking Lot,0,0.0,54,Broker,0,3538.647712,3.0,Medium,21425.99203,white,12801.58733,0
17578,38,F,1.0,80,36364,1,1,Rent,15032,1/15/2016,Friday,Local,0,0.0,37,Broker,0,5448.410775,12.0,Compact,9916.073664,gray,7157.064181999999,0
17579,43,M,0.0,57,37605,1,0,Rent,85019,8/9/2016,Tuesday,Highway,0,0.0,58,Broker,1,2727.9096170000003,6.0,Large,28300.084280000003,black,34746.13329,1
17580,46,M,1.0,61,38290,1,1,Own,50021,11/13/2016,Sunday,Local,1,1.0,77,Phone,0,2782.584086,2.0,Compact,21853.50176,gray,37764.87462,0
17581,39,M,0.0,79,36642,1,0,Own,15001,7/19/2015,Sunday,Local,0,0.0,51,Broker,1,4784.294841,3.0,Large,5163.786594,white,16291.98382,0
17582,34,F,1.0,59,35265,1,1,Own,50011,5/5/2015,Tuesday,Local,2,1.0,48,Phone,1,7059.461655,5.0,Large,15203.552090000001,other,13432.62873,0
17583,35,F,0.0,79,35559,1,0,Own,15010,5/9/2015,Saturday,Parking Lot,1,0.0,82,Broker,1,11661.37105,3.0,Medium,24933.83615,black,29681.10481,0
17588,52,F,1.0,78,39509,1,1,Own,50033,3/7/2015,Saturday,Parking Lot,0,1.0,69,Phone,0,8470.908269,7.0,Compact,13574.924809999999,other,22456.87928,0
17589,34,F,1.0,79,35261,1,0,Own,15022,6/30/2015,Tuesday,Local,0,0.0,18,Broker,0,7447.103181999999,2.0,Compact,8325.409292,gray,57517.21097000001,0
17590,30,M,1.0,84,33998,0,1,Own,15022,3/12/2016,Saturday,Highway,3,0.0,1,Broker,1,6240.808535,5.0,Large,30766.012730000002,black,13126.63289,0
17591,55,F,1.0,60,40065,0,0,Own,85025,11/24/2016,Thursday,Parking Lot,0,0.0,100,Phone,1,2614.202281,4.0,Large,20858.36061,red,21576.70701,0
17592,84,M,1.0,81,44312,0,0,Own,50047,7/15/2016,Friday,Parking Lot,1,0.0,1,Online,1,2639.938463,7.0,Large,13924.65956,black,18479.526830000003,0
17593,30,F,0.0,70,34010,0,1,Rent,85006,5/23/2016,Monday,Parking Lot,1,0.0,83,Broker,1,2612.7626370000003,4.0,Large,5165.383959000001,black,11435.408000000001,0
17594,33,F,1.0,83,34988,1,1,Rent,20104,3/3/2015,Tuesday,Highway,0,0.0,25,Phone,0,4420.089586,3.0,Compact,39880.04196,other,38616.4401,0
17596,48,M,1.0,88,38733,0,1,Own,50005,12/20/2016,Tuesday,Highway,1,1.0,69,Broker,1,1341.026789,3.0,Large,12006.09339,other,37769.7643,0
17597,54,F,1.0,46,39889,1,1,Own,85073,10/23/2015,Friday,Parking Lot,2,0.0,56,Online,1,5063.24676,2.0,Medium,9302.265261,silver,22727.19201,0
17599,49,M,1.0,91,38912,0,0,Own,85054,3/19/2016,Saturday,Local,0,0.0,99,Broker,1,2160.839793,7.0,Compact,26462.31507,silver,33399.90995,0
17600,30,F,1.0,80,34024,1,1,Own,50051,10/30/2016,Sunday,Parking Lot,0,0.0,50,Broker,1,6636.795686,5.0,Medium,19486.370769999998,silver,41325.38033,0
17604,65,F,1.0,67,41758,1,1,Own,85027,1/3/2016,Sunday,Local,0,1.0,59,Broker,0,3102.217718,7.0,Medium,17788.47738,blue,18224.28236,0
17605,35,F,1.0,57,35553,1,0,Rent,80022,11/28/2015,Saturday,Local,0,0.0,50,Broker,1,3045.53377,6.0,Large,7892.634048000001,red,12873.81845,0
17607,43,M,0.0,83,37604,0,0,Own,50022,8/24/2016,Wednesday,Local,0,0.0,84,Phone,0,7636.388933,3.0,Large,22504.94466,silver,41580.52677,0
17609,46,M,1.0,75,38269,1,1,Rent,15012,12/18/2016,Sunday,Highway,1,1.0,65,Online,1,2831.885835,3.0,Large,21528.876369999998,other,28161.573860000004,1
17610,57,F,0.0,85,40437,0,1,Own,20129,6/1/2016,Wednesday,Local,0,1.0,44,Phone,0,1690.928718,1.0,Compact,20870.51022,blue,25774.11392,0
17611,49,F,1.0,51,38927,1,1,Own,20131,4/15/2015,Wednesday,Highway,1,0.0,25,Phone,1,2892.966083,8.0,Medium,29364.25387,black,17681.83697,1
17614,32,M,0.0,61,34681,1,0,Own,20117,2/16/2016,Tuesday,Local,0,1.0,27,Broker,0,4306.119411,3.0,Compact,14910.1402,gray,8204.271123999999,1
17616,60,M,1.0,80,40946,0,1,Own,15053,1/13/2016,Wednesday,Parking Lot,0,0.0,51,Broker,0,10601.511840000001,12.0,Compact,16446.8595,other,24011.31836,0
17617,44,F,1.0,68,37837,1,1,Own,85077,7/25/2016,Monday,Local,0,0.0,12,Phone,0,5879.208355,6.0,Large,11823.14093,white,16649.64725,0
17623,82,M,1.0,68,44061,1,1,Own,15059,3/11/2015,Wednesday,Local,0,0.0,50,Broker,0,5173.935455,2.0,Large,16132.32278,red,21756.19885,0
17626,29,M,0.0,90,33669,1,0,Rent,20124,3/3/2015,Tuesday,Local,1,0.0,11,Online,0,5258.305219,3.0,Compact,30947.471060000003,other,4383.685210000001,0
17627,39,F,0.0,81,36618,0,1,Own,80010,10/6/2016,Thursday,Local,0,0.0,24,Phone,1,3460.6812189999996,3.0,Compact,9647.458019,red,18006.1528,1
17629,47,M,0.0,65,38501,1,1,Own,80028,11/23/2016,Wednesday,Highway,0,1.0,50,Online,1,8400.415614,4.0,Compact,46508.10562,other,8281.529220999999,0
17630,43,M,0.0,65,37607,0,0,Rent,85069,12/12/2016,Monday,Parking Lot,0,0.0,56,Phone,1,5558.443259000001,6.0,Compact,39938.46049,other,19756.62526,0
17633,40,M,0.0,79,36890,0,0,Own,15001,11/16/2016,Wednesday,Parking Lot,0,1.0,9,Broker,1,4802.696327000001,2.0,Compact,6980.833570999999,silver,56410.829920000004,0
17634,41,M,1.0,68,37137,1,1,Own,20160,7/21/2016,Thursday,Local,0,0.0,50,Phone,1,4996.201289,2.0,Large,6822.456018000001,white,13851.152890000001,1
17635,39,M,1.0,81,36635,1,0,Rent,80013,10/30/2015,Friday,Highway,1,1.0,96,Broker,1,4053.5799090000005,8.0,Large,29991.61652,silver,26480.66253,0
17637,44,M,0.0,66,37854,1,0,Rent,15027,4/15/2015,Wednesday,Local,0,0.0,0,Online,0,3695.4109320000002,9.0,Medium,24738.35027,silver,6940.2177599999995,0
17638,42,F,1.0,74,37394,1,1,Own,15012,5/6/2015,Wednesday,Highway,0,0.0,100,Phone,1,4309.359489,8.0,Medium,29273.24037,gray,15075.04846,0
17639,48,M,0.0,85,38704,0,1,Own,50039,9/9/2015,Wednesday,Local,1,0.0,95,Phone,0,4062.27291,4.0,Large,35921.76111,red,28326.068160000003,1
17641,43,M,1.0,88,37611,1,1,Own,85027,1/24/2016,Sunday,Local,0,0.0,33,Phone,0,7394.005006,4.0,Large,5243.307195,black,16629.71971,0
